,arima_base_case,arima-garch_base_case,arima-egarch_ged_1000,arima_base_case_forecast,arima-garch_base_case_forecast,buy_n_hold,buy_n_hold_forecast,arima-egarch_ged_1000_forecast
2005-12-20,1.0,1.0,1.0,0.00043100502924224343,1.205520461181617e-05,0.9997618508971526,-0.00023814910284736257,-0.0008740659155268019
2005-12-21,1.0025166668976364,1.0025166668976364,1.0025166668976364,0.0014495183748935454,0.001707366724948485,1.0022779184528252,0.0025166668976364104,0.0007650661318381849
2005-12-22,0.9982852668918024,1.0067480669034705,0.9982852668918024,-0.0027486775347999996,0.00021038593011615966,1.006508310754544,0.004220777714278201,-0.0016223805998508065
2005-12-23,0.9987103946728606,1.0063193351712074,0.9978601391107442,0.001865704867838417,-0.0004599069957919368,1.00693694038473,0.00042585801389405376,-0.001047471319751276
2005-12-27,1.0082514575114532,0.9967055812103265,1.0073930791323618,-0.001699408040135447,8.811703888285697e-05,0.9973172862047432,-0.009553382932114052,-0.00017325255738060626
2005-12-28,1.006943536754648,0.9954126379585447,1.006086271878434,-0.0001710628093358033,-0.001695332053504073,0.998611022970537,0.0012972168272717965,-5.8254121893818595e-05
2005-12-29,1.0039423221883013,0.9924457914577018,1.0030876124065287,0.0015603237761871776,0.0014571047794788182,0.9956346436216879,-0.0029805192215838217,0.0010982460569672345
2005-12-30,1.0088483115072544,0.9972956004008279,0.9981857998186162,-0.0027279211223466336,-0.0021535102931092057,0.990769251637275,-0.004886724277406218,0.001082382395293623
2006-01-03,1.0254241777511186,1.0136816500073742,0.9817851238045998,0.002428494103535116,0.000612818190504356,1.0070480701735687,0.016430484201434892,-0.0010849937532235602
2006-01-04,1.0216581103179074,1.009958709264833,0.978179329186727,-0.0014974912853119669,-0.000979952928640863,1.0107466478188476,0.0036726922525569528,-0.0005809831631971331
2006-01-05,1.0216741713776138,1.0099428321265156,0.9781947067347062,0.000957218180883632,-0.0011206749124200253,1.0107625373440172,1.572058161558587e-05,0.0004994543726994753
2006-01-06,1.0312773140159677,1.0194357070030688,0.9873891677086875,0.0024092840355218782,0.000538732647193816,1.0202631169725802,0.009399418040885843,0.0023595425994529457
2006-01-09,1.0350480395152084,1.0157082787323317,0.9837789132584518,0.0010646983400116599,-0.00032277030365927004,1.0239935705555472,0.0036563642465448076,-0.0015910305708792937
2006-01-10,1.0346789289418339,1.015346064950139,0.9841297406450885,0.0018823736740149941,0.0006562397244686464,1.0236284021386912,-0.0003566120211651036,-0.0007683943035428718
2006-01-11,1.0310766487029286,1.0188810369720014,0.9807034496304736,-0.00018264636238932714,0.001211843646391094,1.027192209482074,0.003481544021186611,-0.0001859774990893683
2006-01-12,1.0375458701446492,1.0252737402295464,0.986856617576135,-0.0016414750062750825,-0.0013860987322282794,1.0207473599408599,-0.006274239116809244,-0.001410654395994973
2006-01-13,1.0387962939455044,1.0265093739726563,0.985667283168706,0.002328321190013417,0.0007684802914398009,1.021977538605975,0.0012051744764605132,-0.0003863027174795296
2006-01-17,1.0425718903601846,1.022778435448332,0.9892497775250003,-0.0025127069816700954,0.0004781941122551591,1.0182630714355265,-0.0036345878751066207,-0.0012714616084988247
2006-01-18,1.0385086451063046,1.0187923317925252,0.9853943460668957,0.0010104734683950918,0.0008161754349779097,1.014294565637061,-0.0038973286076955382,0.001365632166758997
2006-01-19,1.0442865679532831,1.0244605595130445,0.9799119338286801,0.0003308276712877227,0.0005112047046078351,1.0199377692559974,0.005563673325403196,-0.0003014539902218517
2006-01-20,1.0634244927791872,1.0432351466586882,0.9978701088173471,-0.0011569302281154157,-0.0004011109024038487,1.001246068190285,-0.01832631522151318,-0.0005714096054948051
2006-01-23,1.0653886243655135,1.045161988778116,0.9997131622857292,0.002152433243332206,0.002283410667701874,1.0030953570129246,0.0018469873504542988,0.0020286963774402735
2006-01-24,1.0628258993156958,1.0476760599334694,0.9973084154121197,-0.0019151922882490447,0.00028903036877421864,1.0055082395423431,0.002405436843615494,-0.00014752606599703622
2006-01-25,1.0609970564812992,1.0494788338931667,0.9990245199503929,0.0016849192180849024,-0.0010948248683883084,1.0037780252711272,-0.0017207360448914244,-0.0007263036966884996
2006-01-26,1.0533207913063056,1.0570717652545638,1.0062524166581297,-0.00020984174968651092,0.00023500043245387443,1.0110403133724404,0.0072349542612786255,0.0009417977071231372
2006-01-27,1.061498772995312,1.0652788695019761,0.998439873788124,0.0005534828024305613,0.0004959320254945932,1.0188900294682872,0.007763999112620157,-0.0008388907705921179
2006-01-30,1.06271428115388,1.0640590328050614,0.9972965735382288,0.001474814050179871,-0.0007512107935871279,1.0200567469200725,0.0011450867297171374,-0.000911048071994781
2006-01-31,1.066939691137754,1.0598282760152269,0.993331267930275,-0.001739075942175696,0.0003268110411819667,1.0160009456205226,-0.003976054579116317,0.0007247878437788203
2006-02-01,1.0649559699939586,1.0617987751703213,0.9951781316802636,-0.0007768643645376378,0.002555613510579962,1.017889958256086,0.0018592626746127827,0.0035623484917474513
2006-02-02,1.0553067150087945,1.0521781266052812,1.0041951500536115,0.00010036601436026643,0.001122963749276425,1.008667154655946,-0.009060707913791766,-0.0004902140829869638
2006-02-03,1.0609616927677985,1.046539913733288,1.009576240838394,-8.260299118265422e-05,0.0022303675198803385,1.0032621001398572,-0.005358610609197956,-7.048252297903982e-05
2006-02-06,1.061792639573287,1.047359565379583,1.0087855391967226,0.001606368827686205,0.0009760318877307548,1.0040478565369655,0.0007832015153355076,-0.0005785571194114048
2006-02-07,1.0703875598846593,1.0558376539123955,1.016951381563218,-0.0013463570077738912,-7.032421668285249e-05,0.9959203644126958,-0.008094725835381955,-0.0016927008372764098
2006-02-08,1.07966018718011,1.0649842372772915,1.025761098241769,0.0016226540601738935,0.0010408761348436933,1.0045478921430662,0.008662869079354651,0.0002209285716134558
2006-02-09,1.0780649916368685,1.0665577491369482,1.0272766580000847,0.00019957867546621416,-0.00039828868437891346,1.003063674849934,-0.001477497792530147,-0.0006425786306478104
2006-02-10,1.0753267409674336,1.0692667717777178,1.024667408077042,-0.0005132051314576632,0.00040227688484637035,1.0056114245685974,0.002539968082329924,-0.0013329408509663498
2006-02-13,1.0718215004169596,1.065781284897388,1.0280075144955894,0.0016355890371153139,0.0008904188380028568,1.0023334349035709,-0.003259698114938203,-0.00013988354523004822
2006-02-14,1.0825748900795777,1.0550884956156195,1.0383213264271192,0.00034870937465639846,-0.0005208862633811499,1.012389663476328,0.010032817645881265,0.0024313303457682038
2006-02-15,1.07878111186076,1.0587859504432457,1.0419600223440766,-0.001169289945089269,0.0006263673156748891,1.0159374844071927,0.003504402562430453,0.0001358380468647561
2006-02-16,1.0866865588113381,1.0665448702752856,1.049595639607579,0.0003460316517237201,4.805287135196414e-05,1.0233824051606082,0.0073281288146973544,0.00021782796144726165
2006-02-17,1.0884901583284003,1.0647747003975445,1.0513376784442214,-0.0020907808549345576,0.0021303968131494945,1.021683873052383,-0.0016597237744756521,-0.0011558907483241025
2006-02-21,1.0849302152857814,1.0612923195439976,1.0547761130733122,0.0014261444948094064,0.0009587418043239753,1.0183424221740265,-0.003270533054782976,-8.147632249474492e-05
2006-02-22,1.0767786187299169,1.0533183257378784,1.0627011475219765,-0.0012494945956727066,-0.0008564646645131803,1.02599371297995,0.007513475466915054,3.650103704462256e-05
2006-02-23,1.080843604177458,1.0572947453948764,1.066712988604833,-0.0012291788344354015,-0.0009247345065248286,1.0221204474451535,-0.0037751357399127272,-0.0002772324584724892
2006-02-24,1.0794671380690455,1.0586412217750059,1.0680714592203255,-0.0005258658462497851,0.0011526281279893558,1.023422128973532,0.0012735108974994969,0.0014251646262149439
2006-02-27,1.075540878080808,1.054790710236147,1.0719562706120058,-0.0011406899176011399,-0.0010418992714798818,1.0271445409065652,0.0036372204857118007,0.00017244787978966183
2006-02-28,1.064354327946142,1.0657614407793612,1.083105537746109,0.000919460911155484,-0.0008046250484477864,1.0164613543010474,-0.010400860034838644,-0.001196787909368435
2006-03-01,1.0555613448626187,1.0745660484873298,1.0920534307747864,-0.0013357445327289415,0.001737823206197398,1.024858677691155,0.008261330698481784,0.0007263830388619235
2006-03-02,1.0538446592964688,1.0763136418738166,1.0938294643243285,0.0007562611459891839,-0.0002689488992740647,1.0231919246332692,-0.0016263247744955356,-0.00019763427816869633
2006-03-03,1.0522832468071617,1.0779083451804266,1.0954501196758564,0.0003830470120542327,-0.00011570144061903668,1.0216759282897978,-0.0014816343903563123,-0.0009684633532719687
2006-03-06,1.0596160078820804,1.0703970174273225,1.087816553312953,-0.00043550764676549464,0.000826292450890322,1.014556452140314,-0.006968428982565,0.00018237801077031028
2006-03-07,1.0576430984165577,1.0684040346941053,1.0857911369745634,0.0018223924164937257,0.0006764154715489747,1.0126674395047506,-0.0018619098341728924,0.001017315490454836
2006-03-08,1.0554961414421515,1.070572835773793,1.087995232909918,-0.00034836368264567417,0.00025468516250324203,1.0147230983798983,0.0020299446737943594,5.6477766079480974e-06
2006-03-09,1.0503444478037025,1.0653475554046798,1.082684916841508,0.0018115208045232478,0.0013007965672157075,1.009770410894401,-0.0048808265953584895,0.0024343310765693477
2006-03-10,1.0579317019132266,1.0730431857616711,1.0748640485522507,0.00034875051315692005,0.000603431179188992,1.0170645749334022,0.007223586629499623,-6.848430044360072e-05
2006-03-13,1.0556943765332516,1.0707739024525764,1.0725909144628765,-0.0008222218988646901,-0.0004435811236062078,1.0192154740722188,0.002114810791593591,-0.00013283279227198266
2006-03-14,1.0666695068544347,1.0819058014047434,1.0614401256273764,3.907050613583012e-05,0.0013414495044424422,1.0298113651766523,0.01039612464094386,-0.0002799877351489855
2006-03-15,1.0621149928552158,1.077286230781725,1.056907940278084,-0.0029169522649359642,-0.0009201995502402319,1.034208500605304,0.004269845505052494,-0.00015478389968599706
2006-03-16,1.063997863553526,1.0791959963826974,1.0587815801428329,0.0005493935361690184,0.0007986284806167818,1.0360418999027738,0.001772755973671547,0.00016339129144038702
2006-03-17,1.0624328012899464,1.0807834139770371,1.057224190646842,-0.0014864144124878327,0.00023459196929319186,1.0375658410088302,0.0014709261335852375,-0.0017007404620925173
2006-03-20,1.0641964470101535,1.0825775218398752,1.0589791900377399,-0.0017374242004188794,-0.0002751123806044656,1.0358434746128506,-0.0016600068428476167,-0.00016794047315954116
2006-03-21,1.057795370900667,1.076065884696954,1.0526094954077323,0.0006920602533226354,0.0011476694199513216,1.0296129398867293,-0.00601493843309675,0.0003909333137845821
2006-03-22,1.0514268441542018,1.0825444102758817,1.0589468002490077,-0.0017169860831989044,0.0021136119367215545,1.03581179244986,0.006020565906847075,0.00023914821409873322
2006-03-23,1.0487117524904817,1.085339856597505,1.0616813106390217,0.0017619683002402815,-0.0004550868962046402,1.0331370234171882,-0.002582292509284545,-0.0033646919556300473
2006-03-24,1.0497429306733377,1.0864070504936825,1.060637379738012,0.000424331305747578,0.0005426945981054687,1.0341528872672106,0.000983280849487178,-0.0002816279422429486
2006-03-27,1.050822496044173,1.0852897794018046,1.059546610414665,-0.0002484768065493542,0.0004353959785605432,1.0330893548416793,-0.0010284092793489963,0.0004346257326358093
2006-03-28,1.044057107220392,1.0783024838578195,1.0527250541353128,0.0034615402840174935,0.00027288763684857494,1.026438135247957,-0.00643818423116127,0.0015604759659636337
2006-03-29,1.0518558959073345,1.0863570750809002,1.044861518524211,0.0012292980791259653,0.00042817561908285024,1.0341053155790503,0.007469695510914587,-0.00019680894337865604
2006-03-30,1.0497245456459774,1.0885583342504406,1.04697869624718,0.0010815640070742708,-0.0004961403671273792,1.0320099328909786,-0.002026275908753372,-0.0016466146874876833
2006-03-31,1.0540679589750936,1.0840542395351984,1.0513107481587436,-0.0002988581932033506,0.00014328674646594533,1.0277398167763356,-0.004137669588781034,-0.0011235399338294812
2006-04-03,1.0564612700562706,1.086515635882545,1.0489236974549396,0.00047442204719564513,0.0017389079715168859,1.0300733485672546,0.002270547226863817,-9.996468352863546e-05
2006-04-04,1.0630712206399868,1.079717644450984,1.055486487784108,0.00016006829718227567,-0.0003415349766901969,1.0365181981084688,0.006256689924245107,0.00029162992016165646
2006-04-05,1.0584882063001506,1.0750628655881773,1.0509361720431682,-0.002745955907216224,-0.0004626832380967326,1.040986739513035,0.004311107525869495,-0.0009004871557227166
2006-04-06,1.056454436717129,1.0729972496060098,1.048916912869871,0.0004696279941790581,0.001793220995649378,1.0389865970886325,-0.0019213908770231436,0.0006489703656426035
2006-04-07,1.0673818598012585,1.0840957830657088,1.059766371671564,-0.0019418598704328582,-5.134505034228021e-05,1.028239852382436,-0.010343487333051349,-0.00015720372178559794
2006-04-10,1.0683046405586125,1.0850330134660153,1.0606825686315267,3.3784075722624e-05,0.0008887122442788177,1.0291287938057985,0.00086452730002895,0.0012807509105387798
2006-04-11,1.060024254754477,1.0766229667240819,1.0524612611967878,0.00017442930102343644,0.0013882241696187268,1.0211520583959433,-0.007750959314195005,0.001400450873543976
2006-04-12,1.058747146301411,1.0779200731680156,1.0511932645757955,-0.0008982697168454835,0.0021829542049512864,1.0223823339484068,0.0012047917274888853,-0.0009458049356446403
2006-04-13,1.0595690783809648,1.0787568896736628,1.0520093323866833,0.001426005479816343,0.0018236570491590443,1.0231760351081,0.0007763251900372303,0.0014101245919871449
2006-04-17,1.0626842330691952,1.0755853224291159,1.055102261267596,-0.0011975905878810564,0.00030318997089708033,1.0201678767089115,-0.00294002038356056,-0.0009378322408540875
2006-04-18,1.080832099801241,1.0939535060183394,1.0731206477556148,0.001195228873430686,0.0012070785448689203,1.0375896752965847,0.017077384012400332,0.00037819020028264424
